timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ,pothole
1493003571,40.44753113,-79.94419335,1.639999986,0.11000061,-0.939727783,0.307693481,-0.026928021,0.059739763,-0.022820361,No
1493003572,40.44753113,-79.94419335,1.639999986,0.067276001,-0.922058105,0.310272217,-0.019448799,-0.008380702,0.015815715,No
1493003572,40.44753113,-79.94419335,1.639999986,0.052780151,-0.920043945,0.329391479,-0.015865782,0.016059128,0.000862332,No
1493003572,40.44753113,-79.94419335,1.639999986,0.095657349,-0.935821533,0.329925537,-0.019350262,-0.003063434,0.011538145,No
1493003572,40.44753113,-79.94419335,1.639999986,0.02835083,-0.938186646,0.330856323,-0.019508188,0.041607098,-0.030161098,No
1493003572,40.44754668,-79.9441942,2.410000086,0.07434082,-0.929595947,0.306640625,-0.018961441,0.021397168,-0.003447995,No
1493003573,40.44754668,-79.9441942,2.410000086,0.096496582,-0.931472778,0.314483643,-0.003403254,-0.018060227,0.005342834,No
1493003573,40.44754668,-79.9441942,2.410000086,0.070709229,-0.92098999,0.3412323,-0.012216719,-0.033956635,0.01808819,No
1493003573,40.44754668,-79.9441942,2.410000086,0.166305542,-0.871932983,0.30758667,0.062814116,-0.099318065,0.102189752,No
1493003573,40.44754668,-79.9441942,2.410000086,0.078933716,-0.893600464,0.345413208,0.034405911,-0.094882038,0.079496956,No
1493003573,40.44758722,-79.9441964,5.550000191,0.098022461,-0.897277832,0.347229004,-0.012463594,-0.105215103,0.0747789,No
1493003574,40.44758722,-79.9441964,5.550000191,0.0128479,-0.87588501,0.385604858,-0.094878842,-0.039794018,0.063104135,No
1493003574,40.44758722,-79.9441964,5.550000191,0.008865356,-0.956985474,0.374008179,-0.018097778,0.004372911,0.001935852,No
1493003574,40.44758722,-79.9441964,5.550000191,0.03717041,-0.920318604,0.318145752,-0.01323884,-0.01267425,0.026552515,No
1493003574,40.44758722,-79.9441964,5.550000191,-0.100891113,-0.799621582,0.353591919,-0.034811777,-0.059338425,0.021120998,No
1493003574,40.44764151,-79.94419936,6.130000114,-0.096878052,-0.940704346,0.427749634,0.001439172,-0.112752914,0.066410982,No
1493003575,40.44764151,-79.94419936,6.130000114,-0.141555786,-0.896759033,0.46156311,0.017843446,-0.280897182,0.253600314,No
1493003575,40.44764151,-79.94419936,6.130000114,0.016311646,-0.921646118,0.354293823,0.002577674,-0.037242976,0.024645425,No
1493003575,40.44764151,-79.94419936,6.130000114,0.120223999,-0.863433838,0.298477173,0.029201295,-0.028905684,0.029161348,No
1493003575,40.44764151,-79.94419936,6.130000114,-0.006286621,-0.913787842,0.31388855,-0.009119729,-0.025465146,0.029826339,No
1493003575,40.44773447,-79.94420441,8.899999619,0.071868896,-0.941802979,0.285476685,0.033780601,-0.071479244,0.060238307,No
1493003576,40.44773447,-79.94420441,8.899999619,0.040176392,-0.927612305,0.316619873,0.012057728,-0.04900536,0.025839054,No
1493003576,40.44773447,-79.94420441,8.899999619,-0.009048462,-0.957946777,0.336654663,-0.078792817,-0.003742807,-0.002929477,No
1493003576,40.44773447,-79.94420441,8.899999619,0.016052246,-0.973876953,0.378433228,0.112320417,-0.120922427,0.052640308,No
1493003576,40.44773447,-79.94420441,8.899999619,0.01802063,-0.942276001,0.271392822,0.045401304,-0.014120346,0.020759341,No
1493003576,40.44781105,-79.94420858,9.319999695,0.060699463,-0.932922363,0.319763184,0.004986769,-0.023432355,0.011839882,No
1493003577,40.44781105,-79.94420858,9.319999695,-0.051620483,-0.93107605,0.281860352,-0.020251742,-0.074322434,0.038368162,No
1493003577,40.44781105,-79.94420858,9.319999695,-0.090637207,-0.869659424,0.35508728,0.006108226,-0.124489998,0.030237797,No
1493003577,40.44781105,-79.94420858,9.319999695,0.014770508,-0.954544067,0.309936523,0.010659835,0.036087697,-0.058625763,No
1493003577,40.44781105,-79.94420858,9.319999695,0.069122314,-0.921676636,0.296829224,-0.001470331,0.023405724,-0.035260519,No
1493003577,40.44789402,-79.94421309,9.340000153,0.101028442,-0.880950928,0.321884155,0.010143182,0.01801229,-0.030862841,No
1493003578,40.44789402,-79.94421309,9.340000153,0.006088257,-0.924911499,0.273376465,-0.007433682,-0.078661523,0.033179525,No
1493003578,40.44789402,-79.94421309,9.340000153,0.034698486,-0.913543701,0.247070313,-0.02745,0.021452029,-0.005667473,No
1493003578,40.44789402,-79.94421309,9.340000153,0.018096924,-0.938217163,0.302932739,0.016866065,-0.064987789,0.054717308,No
1493003578,40.44789402,-79.94421309,9.340000153,0.084182739,-0.961700439,0.254821777,-0.036187566,-0.013594372,-0.008865131,No
1493003578,40.44801851,-79.94421986,11.31999969,0.123641968,-0.95741272,0.220214844,0.019168635,-0.022452312,0.065293253,No
1493003579,40.44801851,-79.94421986,11.31999969,-0.095169067,-0.927474976,0.308303833,0.013815148,-0.144743072,0.078348601,No
1493003579,40.44801851,-79.94421986,11.31999969,0.114944458,-0.864379883,0.210510254,0.009903497,-0.002195776,-0.024415861,No
1493003579,40.44801851,-79.94421986,11.31999969,0.119934082,-0.993133545,0.220596313,0.054109042,-0.124803186,0.02433277,No
1493003579,40.44801851,-79.94421986,11.31999969,0.128250122,-1.010360718,0.288223267,0.059822055,0.033650638,0.004790494,No
1493003579,40.4481183,-79.94422529,11.92000008,0.017364502,-0.935806274,0.300827026,-0.075089159,-0.025036644,0.025951173,No
1493003580,40.4481183,-79.94422529,11.92000008,0.114959717,-0.938949585,0.297134399,-0.030384538,0.02678714,-0.021704497,No
1493003580,40.4481183,-79.94422529,11.92000008,0.063079834,-0.908630371,0.240264893,-0.003396596,0.0042797,0.017013605,No
1493003580,40.4481183,-79.94422529,11.92000008,0.117523193,-0.853744507,0.265228271,-0.0553056,0.042898998,-0.059318717,No
1493003580,40.4481183,-79.94422529,11.92000008,0.083709717,-0.892593384,0.330764771,-0.105260111,0.054924768,-0.059861203,No
1493003580,40.44824089,-79.94423196,12.35000038,0.0703125,-0.972000122,0.321746826,0.035486355,0.044445229,-0.00081759,No
1493003581,40.44824089,-79.94423196,12.35000038,0.004547119,-0.973495483,0.324020386,-0.000364853,-0.021269602,0.014978151,No
1493003581,40.44824089,-79.94423196,12.35000038,0.108947754,-0.951065063,0.316299438,-0.071463531,-0.014427143,0.000371777,No
1493003581,40.44824089,-79.94423196,12.35000038,-0.031448364,-0.969818115,0.300582886,0.008665127,-0.061746721,0.033300699,No
1493003581,40.44824089,-79.94423196,12.35000038,0.110397339,-0.918167114,0.212905884,0.001069792,0.098902612,-0.101534614,No
1493003581,40.44835023,-79.94423791,12.52000046,0.11895752,-0.94859314,0.257461548,-0.060774401,0.056765811,-0.041284856,No
1493003582,40.44835023,-79.94423791,12.52000046,0.11730957,-0.953552246,0.287719727,-0.074976773,0.041969022,-0.023266441,No
1493003582,40.44835023,-79.94423791,12.52000046,0.095108032,-0.992553711,0.239944458,0.020190489,0.093472161,-0.023491211,No
1493003582,40.44835023,-79.94423791,12.52000046,0.064254761,-0.996337891,0.246688843,-0.105718174,0.071954085,-0.017261279,No
1493003582,40.44835023,-79.94423791,12.52000046,0.151031494,-1.03565979,0.160125732,-0.032270322,-0.005117797,-0.056826531,No
1493003582,40.44846279,-79.94425098,12.86999989,0.299819946,-0.931747437,0.234634399,-0.089142926,0.21542896,-0.137944021,No
1493003583,40.44846279,-79.94425098,12.86999989,0.083679199,-1.008117676,0.354888916,-0.084700241,0.274971383,-0.118860342,No
1493003583,40.44846279,-79.94425098,12.86999989,0.188034058,-0.935806274,0.205276489,0.035666651,0.173150745,-0.021405956,No
1493003583,40.44846279,-79.94425098,12.86999989,0.218154907,-0.970565796,0.195632935,0.063887903,0.087880854,0.048406948,No
1493003583,40.44846279,-79.94425098,12.86999989,0.119186401,-0.93586731,0.255783081,-0.01512063,0.032015191,0.032815205,No
1493003583,40.44857239,-79.94426363,12.77999973,0.116378784,-0.89956665,0.251739502,0.00274279,0.039348471,0.054303453,No
1493003584,40.44857239,-79.94426363,12.77999973,0.093597412,-0.875854492,0.260925293,-0.057678743,0.086533561,-0.017873273,No
1493003584,40.44857239,-79.94426363,12.77999973,0.181900024,-1.010147095,0.250686646,0.002662628,0.084005156,-0.070559654,No
1493003584,40.44857239,-79.94426363,12.77999973,0.186782837,-0.96496582,0.238632202,-0.020338029,0.093724096,-0.096409361,No
1493003584,40.44857239,-79.94426363,12.77999973,0.16986084,-0.8878479,0.194763184,-0.079120652,0.124959513,-0.064039171,No
1493003584,40.44869262,-79.94428981,13.05000019,0.126144409,-0.920852661,0.236114502,-0.024933047,0.020367323,-0.034426683,No
1493003585,40.44869262,-79.94428981,13.05000019,0.112075806,-0.917129517,0.291748047,-0.012614329,0.06071741,0.02103844,No
1493003585,40.44869262,-79.94428981,13.05000019,0.071304321,-0.966247559,0.318878174,-0.070590547,0.006845656,0.025914954,No
1493003585,40.44869262,-79.94428981,13.05000019,0.140350342,-1.095901489,0.303497314,0.06246977,-0.024857413,0.090265715,No
1493003585,40.44869262,-79.94428981,13.05000019,0.211013794,-1.003616333,0.409484863,-0.030111031,0.035280227,-0.114484235,No
1493003585,40.44880965,-79.9443356,13.43999958,0.250396729,-0.968856812,0.238357544,0.010465957,0.175438134,-0.046192795,No
1493003586,40.44880965,-79.9443356,13.43999958,0.172607422,-0.930709839,0.198974609,0.00668267,0.025484587,-0.007460846,No
1493003586,40.44880965,-79.9443356,13.43999958,0.075912476,-0.889892578,0.312026978,-0.053706638,-0.025176726,0.019773172,No
1493003586,40.44880965,-79.9443356,13.43999958,0.08984375,-0.872741699,0.267913818,-0.00589038,0.02343635,-0.023577498,No
1493003586,40.44880965,-79.9443356,13.43999958,0.059051514,-0.939941406,0.268264771,-0.049453037,0.001390969,0.034675156,No
1493003586,40.44892673,-79.9443839,13.60999966,0.108673096,-0.930252075,0.238967896,0.003147057,-0.021283717,0.069391059,No
1493003587,40.44892673,-79.9443839,13.60999966,-0.088546753,-0.916549683,0.297912598,-0.003596066,-0.136114962,0.110134494,No
1493003587,40.44892673,-79.9443839,13.60999966,-0.003097534,-0.963485718,0.193084717,0.007859521,-0.085135934,0.079200014,No
1493003587,40.44892673,-79.9443839,13.60999966,-0.001480103,-0.925048828,0.264358521,0.041623344,0.194368415,-0.133352199,No
1493003587,40.44892673,-79.9443839,13.60999966,0.104064941,-0.9480896,0.173095703,-0.007212639,-0.029730199,0.043717654,No
1493003587,40.44904558,-79.94443316,13.89999962,0.119430542,-0.890136719,0.140914917,0.056639844,0.017714016,-0.004796886,No
1493003588,40.44904558,-79.94443316,13.89999962,0.000854492,-0.909240723,0.284957886,-0.020561468,-0.026457706,0.009453689,No
1493003588,40.44904558,-79.94443316,13.89999962,-0.017852783,-0.976882935,0.186309814,0.025130121,-0.033136648,0.013137374,No
1493003588,40.44904558,-79.94443316,13.89999962,0.016693115,-0.922073364,0.251541138,-0.008836901,0.044728856,-0.030059898,No
1493003588,40.44904558,-79.94443316,13.89999962,0.070220947,-0.889266968,0.24446106,-0.01223616,-0.002054362,-0.04063611,No
1493003588,40.44917025,-79.94448543,14.10999966,-0.018875122,-0.9168396,0.257614136,0.031424768,-0.070397468,0.07727082,No
1493003589,40.44917025,-79.94448543,14.10999966,-0.029403687,-0.945983887,0.213531494,0.008265653,-0.079824259,0.052535114,No
1493003589,40.44917025,-79.94448543,14.10999966,0.093841553,-0.939193726,0.21522522,-0.025561553,0.034208304,0.018841865,No
1493003589,40.44917025,-79.94448543,14.10999966,0.154067993,-0.940643311,0.219558716,-0.036692235,-0.059329104,0.002976083,No
1493003589,40.44917025,-79.94448543,14.10999966,0.0337677,-0.991973877,0.258483887,0.015838352,0.026481409,-0.053216883,No
1493003589,40.44928212,-79.94453234,13.84000015,-0.173141479,-0.892776489,0.270584106,-0.002647715,-0.22121228,0.14981373,No
1493003590,40.44928212,-79.94453234,13.84000015,-0.12487793,-0.905181885,0.273101807,-0.027657993,-0.137014844,0.155737666,No
1493003590,40.44928212,-79.94453234,13.84000015,-0.115783691,-0.947967529,0.26751709,-0.028264129,-0.066817114,0.083047749,No
1493003590,40.44928212,-79.94453234,13.84000015,-0.161804199,-0.893066406,0.241500854,-0.035308989,-0.074210315,0.126709476,No
1493003590,40.44928212,-79.94453234,13.84000015,-0.103469849,-0.992004395,0.277877808,-0.046888147,-0.005013667,-0.000467118,No
1493003590,40.4493998,-79.94458168,13.42000008,0.038314819,-0.990081787,0.218917847,0.046040463,0.035867187,0.001445031,No
1493003591,40.4493998,-79.94458168,13.42000008,0.000167847,-0.937301636,0.246932983,-0.031318774,0.001260208,-0.045104894,No
1493003591,40.4493998,-79.94458168,13.42000008,-0.02557373,-0.970169067,0.168334961,0.013179718,-0.051140949,0.020524983,No
1493003591,40.4493998,-79.94458168,13.42000008,-0.112121582,-0.843688965,0.289962769,-0.056777529,-0.12514407,0.033860495,No
1493003591,40.4493998,-79.94458168,13.42000008,-0.07800293,-0.818313599,0.262908936,0.031941155,0.061480938,-0.043546412,No
1493003591,40.44950834,-79.94462719,13.38000011,-0.327728271,-0.736679077,0.303817749,-0.014885739,-0.021192104,-0.090725909,No
1493003592,40.44950834,-79.94462719,13.38000011,-0.281463623,-1.008010864,0.1277771,-0.115645906,0.067742562,-0.149562594,No
1493003592,40.44950834,-79.94462719,13.38000011,0.418609619,-0.816711426,0.266937256,0.02815707,-0.026783944,-0.048688444,No
1493003592,40.44950834,-79.94462719,13.38000011,0.188217163,-0.952484131,0.210876465,0.025740517,-0.222456509,0.175696727,No
1493003592,40.44950834,-79.94462719,13.38000011,0.013793945,-0.997772217,0.238677979,0.039578302,-0.063011989,0.030421822,No
1493003592,40.44962704,-79.94467695,13.22999954,0.026000977,-0.95085144,0.307296753,-0.029435121,0.05762042,-0.074018834,No
1493003593,40.44962704,-79.94467695,13.22999954,0.097595215,-0.940307617,0.263717651,-0.026120284,0.03526984,-0.017417872,No
1493003593,40.44962704,-79.94467695,13.22999954,0.182754517,-0.929046631,0.22479248,-0.03717187,0.037461622,-0.064450096,No
1493003593,40.44962704,-79.94467695,13.22999954,0.135635376,-0.923126221,0.244827271,-0.054637147,0.081184069,-0.087132239,No
1493003593,40.44962704,-79.94467695,13.22999954,-0.012771606,-0.938858032,0.268280029,-0.012098741,-0.060541641,0.072534921,No
1493003593,40.44974551,-79.94472662,13.31999969,0.000610352,-0.985229492,0.243392944,0.004686365,0.051027498,-0.003282346,No
1493003594,40.44974551,-79.94472662,13.31999969,0.011672974,-0.908813477,0.260818481,0.059957344,-0.047189084,0.028457208,No
1493003594,40.44974551,-79.94472662,13.31999969,0.015991211,-0.977905273,0.261917114,-0.029706497,-0.068943382,0.031860195,No
1493003594,40.44974551,-79.94472662,13.31999969,0.044418335,-0.961914063,0.206771851,-0.037565219,-0.022092253,0.009268333,No
1493003594,40.44974551,-79.94472662,13.31999969,0.117477417,-0.981887817,0.156524658,-0.030448453,-0.005126052,-0.034417362,No
1493003594,40.44985527,-79.94477265,13.02000046,0.122573853,-0.96194458,0.141586304,0.001948901,0.043593284,-0.040608679,No
1493003595,40.44985527,-79.94477265,13.02000046,0.057815552,-0.99369812,0.14364624,-0.048317732,-0.014574415,0.020867199,No
1493003595,40.44985527,-79.94477265,13.02000046,0.027313232,-0.948272705,0.129699707,0.019598735,-0.037353497,0.025886192,No
1493003595,40.44985527,-79.94477265,13.02000046,0.05090332,-0.947738647,0.163787842,-0.016701482,0.007551393,-0.02044855,No
1493003595,40.44985527,-79.94477265,13.02000046,0.104049683,-1.006011963,0.119796753,0.005420864,-0.020248813,-0.018017883,No
1493003595,40.44997528,-79.94482296,12.22000027,0.139022827,-0.948181152,0.162597656,-0.00611009,-0.011665445,-0.026687804,No
1493003596,40.44997528,-79.94482296,12.22000027,0.063156128,-1.059082031,0.160446167,0.015503592,-0.009669672,0.028971464,No
1493003596,40.44997528,-79.94482296,12.22000027,0.126296997,-0.927536011,0.144683838,0.000868191,0.041472875,-0.040614272,No
1493003596,40.44997528,-79.94482296,12.22000027,0.188964844,-0.996154785,0.167160034,-0.032650621,0.117215041,-0.0400867,No
1493003596,40.44997528,-79.94482296,12.22000027,0.040481567,-1.065628052,0.217071533,0.08668829,-0.094159522,0.072566879,No
1493003596,40.45007123,-79.94486319,11.09000015,0.004501343,-1.05178833,0.165924072,-0.036341496,0.037458959,-0.047382163,No
1493003597,40.45007123,-79.94486319,11.09000015,0.114105225,-0.942169189,0.078186035,0.021102888,-0.002262622,0.013016466,No
1493003597,40.45007123,-79.94486319,11.09000015,0.070541382,-0.893112183,0.169311523,-0.064206151,-0.022982548,0.010064086,No
1493003597,40.45007123,-79.94486319,11.09000015,0.151229858,-0.979644775,0.083129883,0.061292919,0.085763108,0.003604855,No
1493003597,40.45007123,-79.94486319,11.09000015,-0.075485229,-1.007858276,0.188842773,0.019173961,-0.049047704,0.050434945,No
1493003597,40.45015481,-79.94489824,9.75,-0.006408691,-1.031051636,0.103042603,0.038360971,-0.009824135,-0.007045393,No
1493003598,40.45015481,-79.94489824,9.75,0.072540283,-1.017852783,0.108901978,0.003797401,0.015925437,-0.035187282,No
1493003598,40.45015481,-79.94489824,9.75,0.110809326,-0.99029541,0.050094604,-0.076784527,-0.010137323,0.002438657,No
1493003598,40.45015481,-79.94489824,9.75,0.046035767,-1.00440979,0.100616455,-0.039947683,-0.040158605,0.017820276,No
1493003598,40.45015481,-79.94489824,9.75,0.005386353,-1.007888794,0.07673645,0.013328855,-0.046888413,0.011985823,No
1493003598,40.45023185,-79.94493054,8.010000229,0.065628052,-0.984466553,0.009567261,-0.016589629,0.010740795,-0.02685292,No
1493003599,40.45023185,-79.94493054,8.010000229,0.085006714,-0.968566895,0.017471313,-0.031890022,0.001270594,-0.003528422,No
1493003599,40.45023185,-79.94493054,8.010000229,0.06854248,-1.007171631,-0.012924194,-0.003039732,0.001081776,-0.010696054,No
1493003599,40.45023185,-79.94493054,8.010000229,0.038330078,-1.042358398,0.039749146,-0.007955128,-0.041431063,0.013886255,No
1493003599,40.45023185,-79.94493054,8.010000229,0.066131592,-1.001571655,0.053588867,-0.005134575,0.009605489,-0.00860707,No
1493003599,40.45028685,-79.9449536,6.059999943,-0.00163269,-0.997848511,0.111373901,-0.003061037,0.002145975,-0.00856659,No
1493003600,40.45028685,-79.9449536,6.059999943,0.054351807,-1.009796143,0.017791748,-0.048712678,0.00244132,-0.018630676,No
1493003600,40.45028685,-79.9449536,6.059999943,0.036209106,-0.989028931,0.051971436,0.006096775,-0.009610549,0.016080433,No
1493003600,40.45028685,-79.9449536,6.059999943,0.029754639,-0.977981567,0.061141968,-0.026370621,0.009742909,-0.013089703,No
1493003600,40.45028685,-79.9449536,6.059999943,0.07371521,-1.0027771,0.066635132,-0.022603047,-0.014743526,0.009402557,No
1493003600,40.45032191,-79.9449683,3.890000105,0.057617188,-0.965057373,0.090332031,-0.003167564,-0.004234959,-0.004286358,No
1493003601,40.45032191,-79.9449683,3.890000105,0.034362793,-1.007049561,0.092178345,-0.021246699,0.006520484,-0.000234358,No
1493003601,40.45032191,-79.9449683,3.890000105,0.061065674,-0.969955444,0.099822998,-0.041563156,-0.014622619,-0.005718872,No
1493003601,40.45032191,-79.9449683,3.890000105,0.071426392,-0.988204956,0.104492188,-0.011951734,-0.03183383,-4.02E-05,No
1493003601,40.45032191,-79.9449683,3.890000105,0.086029053,-0.952896118,0.201095581,-0.011701397,-0.006306898,-0.004368383,No
1493003601,40.45034901,-79.94497966,2.410000086,0.075073242,-0.933624268,0.259048462,-0.011601529,0.001137969,-0.007585215,No
1493003602,40.45034901,-79.94497966,2.410000086,0.1144104,-0.923278809,0.301071167,-0.016822656,0.001170726,-0.015102254,No
1493003602,40.45034901,-79.94497966,2.410000086,0.114028931,-0.918777466,0.336578369,0.001151285,0.009565808,-0.001079113,No
1493003602,40.45034901,-79.94497966,2.410000086,0.072372437,-0.906387329,0.3618927,0.004459996,0.005287706,-0.011696337,No
1493003602,40.45034901,-79.94497966,2.410000086,0.118469238,-0.870300293,0.373504639,-0.023040604,0.039506397,-0.006735134,No
1493003602,40.45036853,-79.94498784,2.220000029,0.105270386,-0.935440063,0.380249023,-0.03258857,0.04807858,-0.004722584,No
1493003603,40.45036853,-79.94498784,2.220000029,0.101272583,-0.90612793,0.406936646,-0.01145106,0.019220034,-0.008696553,No
1493003603,40.45036853,-79.94498784,2.220000029,0.045578003,-0.956756592,0.385498047,-0.057881143,0.043984769,-0.026295254,No
1493003603,40.45036853,-79.94498784,2.220000029,0.152709961,-0.824050903,0.414627075,0.046524359,0.064568873,-0.095649561,No
1493003603,40.45036853,-79.94498784,2.220000029,0.196060181,-0.889831543,0.451217651,-0.014441524,0.063917198,0.000753408,No
1493003603,40.45039588,-79.94499931,3.470000029,0.06388855,-0.93309021,0.393737793,-0.014033261,0.033071667,0.031757397,No
1493003604,40.45039588,-79.94499931,3.470000029,0.07321167,-0.960083008,0.421722412,0.006608901,-0.108541924,0.002480202,No
1493003604,40.45039588,-79.94499931,3.470000029,0.088165283,-0.867614746,0.441513062,0.045382928,-0.134305877,0.111697503,No
1493003604,40.45039588,-79.94499931,3.470000029,0.028182983,-0.885742188,0.464141846,0.023601733,0.077490265,-0.047937965,No
1493003604,40.45039588,-79.94499931,3.470000029,0.131011963,-0.916320801,0.379119873,-0.027030286,-0.077465231,0.064962222,No
1493003604,40.45044217,-79.94501872,5.099999905,0.244049072,-0.852615356,0.373748779,-0.040442764,0.141724911,-0.079679649,No
1493003605,40.45044217,-79.94501872,5.099999905,0.120132446,-0.893737793,0.403396606,-0.10219641,0.057033992,-0.049173139,No
1493003605,40.45044217,-79.94501872,5.099999905,0.114746094,-0.951217651,0.369934082,-0.039226765,0.074707528,-0.049640257,No
1493003605,40.45044217,-79.94501872,5.099999905,0.125350952,-0.864181519,0.349594116,0.026419091,0.060455355,-0.02973952,No
1493003605,40.45044217,-79.94501872,5.099999905,0.130508423,-0.935165405,0.407455444,-0.015977635,0.012869726,0.007266701,No
1493003605,40.45043987,-79.94501775,6.070000172,0.227081299,-0.950759888,0.25994873,0.18544869,-0.135223602,0.070485352,No
1493003606,40.45043987,-79.94501775,6.070000172,0.114990234,-0.910049438,0.416854858,0.039648077,0.006122075,-0.014536865,No
